"newBatterySoc";"energyConsumption";"powerProduction";"selfUsedEnergy";"selfUsedEnergyPV";"selfUsedEnergyBattery";"feedInEnergyGrid";"gridUsedEnergy";"missedInverterPower";"missedBatteryPower";"missedFeedInPowerGrid";"lossesUnloadBattery";"lossesLoadBattery";"lossesPvGeneration";"losses";"dayTime"
"1.0991207943789047e-16";"2780.7497459872866";"0";"0.8667000000000005";"0.8667000000000002";"2.1762591728702318e-16";"0";"2779.8830459872866";"0";"0";"0";"2.198241588757812e-18";"1.0991207943789056e-18";"0.13329999999999964";"0.13329999999999964";"20200104:18"
"0";"2866.1814018142177";"0";"0.8667000000000001";"0.8667";"1.0881295864351156e-16";"0";"2865.3147018142176";"0";"0";"0";"1.0991207943789056e-18";"0";"0.13329999999999997";"0.13329999999999997";"20200104:19"
"0";"2499.466863363436";"0";"0.8667000000000001";"0.8667000000000001";"0";"0";"2498.600163363436";"0";"0";"0";"0";"0";"0.13329999999999986";"0.13329999999999986";"20200104:20"
"0";"1889.9643385902664";"0";"0.8666999999999997";"0.8666999999999997";"0";"0";"1889.0976385902663";"0";"0";"0";"0";"0";"0.1333000000000003";"0.1333000000000003";"20200104:21"
"1.099120794378905e-16";"1688.3726448010239";"0";"0.8667000000000004";"0.8667000000000004";"0";"0";"1687.5059448010238";"0";"0";"0";"0";"1.099120794378906e-18";"0.13329999999999953";"0.13329999999999953";"20200104:22"
"1.099120794378905e-16";"1485.0925783669807";"0";"0.8667000000000005";"0.8667000000000004";"1.0881295864351159e-16";"0";"1484.2258783669806";"0";"0";"0";"1.099120794378906e-18";"1.099120794378906e-18";"0.13329999999999953";"0.13329999999999953";"20200104:23"
"1.099120794378905e-16";"1071.028736862084";"0";"0.8667000000000005";"0.8667000000000004";"1.0881295864351159e-16";"0";"1070.162036862084";"0";"0";"0";"1.099120794378906e-18";"1.099120794378906e-18";"0.13329999999999953";"0.13329999999999953";"20200105:00"
"-2.19824158875781e-16";"825.9227285839872";"0";"0.8667000000000012";"0.8667000000000011";"1.0881295864351159e-16";"0";"825.0560285839872";"0";"0";"0";"1.099120794378906e-18";"0";"0.13329999999999909";"0.13329999999999909";"20200105:01"
"2.19824158875781e-16";"631.866385478294";"0";"0.8667000000000001";"0.8667000000000004";"-2.1762591728702318e-16";"0";"630.9996854782939";"0";"0";"0";"-2.198241588757812e-18";"2.198241588757812e-18";"0.13329999999999942";"0.13329999999999942";"20200105:02"
"0";"567.6317074467926";"0";"0.8667000000000009";"0.8667000000000007";"2.1762591728702318e-16";"0";"566.7650074467925";"0";"0";"0";"2.198241588757812e-18";"0";"0.1332999999999993";"0.1332999999999993";"20200105:03"
"7.693845560652335e-16";"529.4289778806892";"0";"0.8666999999999997";"0.8666999999999997";"0";"0";"528.5622778806892";"0";"0";"0";"0";"7.693845560652341e-18";"0.13329999999999953";"0.13329999999999953";"20200105:04"
"7.693845560652335e-16";"519.6247375495653";"0";"0.8667000000000005";"0.8666999999999997";"7.616907105045811e-16";"0";"518.7580375495653";"0";"0";"0";"7.693845560652341e-18";"7.693845560652341e-18";"0.13329999999999953";"0.13329999999999956";"20200105:05"
"7.693845560652335e-16";"542.6139907397869";"0";"0.8667000000000005";"0.8666999999999997";"7.616907105045811e-16";"0";"541.7472907397869";"0";"0";"0";"7.693845560652341e-18";"7.693845560652341e-18";"0.13329999999999953";"0.13329999999999956";"20200105:06"
"2.1982415887578104e-16";"622.4002223999674";"0";"0.8667000000000011";"0.8667000000000004";"7.616907105045811e-16";"0";"621.5335223999674";"0";"0";"0";"7.693845560652341e-18";"2.1982415887578124e-18";"0.13329999999999942";"0.13329999999999942";"20200105:07"
"3.517186542012496e-15";"1025.7263849872356";"15.19";"13.165173";"13.165173";"2.1762591728702323e-16";"0";"1012.5612119872357";"0";"0";"0";"2.1982415887578124e-18";"3.517186542012499e-17";"2.0248269999999966";"2.0248269999999966";"20200105:08"
"6.044415722485739";"1720.8132167386389";"241.64000000000001";"204.13777678113308";"204.13777678113308";"3.482014676592371e-15";"0";"1516.6754399575057";"0";"0";"0";"3.517186542012499e-17";"0.060444157224857444";"31.39675279211366";"31.457196949338517";"20200105:09"
"2.45609836660629";"2248.5518083553416";"225.78";"199.51729508613192";"193.53332352087105";"5.983971565260881";"0";"2049.0345132692096";"0";"0";"0";"0.060444157224857444";"0.02456098366606292";"29.765769038112495";"29.850774179003416";"20200105:10"
"0.6231216881150465";"2657.625284240165";"271.25";"236.97839766870865";"234.54686028576842";"2.431537382940227";"0";"2420.6468865714564";"0";"0";"0";"0.02456098366606292";"0.006231216881150471";"36.07372386765073";"36.10451606819794";"20200105:11"
"3.8709167796612762";"2834.7777647059893";"429.33";"369.32838978140336";"368.7114993101695";"0.6168904712338961";"0";"2465.4493749245858";"0";"0";"0";"0.006231216881150471";"0.0387091677966128";"56.70848374067771";"56.75342412535547";"20200105:12"
"1.3443438680600321";"2483.1774217967195";"137.34";"121.6878736619174";"117.85566605005273";"3.8322076118646633";"0";"2361.489548134802";"0";"0";"0";"0.0387091677966128";"0.013443438680600332";"18.126410850896733";"18.178563457373947";"20200105:13"
